,age,country,country-year,gdp_for_year ($),gdp_per_capita ($),generation,population,salaries,sex,suicides/100k pop,suicides_no,year
23214,5-14 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Generation Z,89801.0,2400.0,female,0.0,0.0,2009.0
23215,5-14 years,Slovenia,Slovenia2009,50244793832.0,25872.0,Generation Z,95410.0,2400.0,male,0.0,0.0,2009.0
23216,75+ years,Slovenia,Slovenia2010,48013606745.0,24689.0,Silent,50887.0,2385.3,male,96.29,49.0,2010.0
23217,55-74 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Silent,217743.0,2385.3,male,49.14,107.0,2010.0
23218,35-54 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation X,315209.0,2385.3,male,38.39,121.0,2010.0
23219,15-24 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Millenials,121143.0,2385.3,male,20.64,25.0,2010.0
23220,25-34 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation X,161002.0,2385.3,male,19.88,32.0,2010.0
23221,55-74 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Silent,234322.0,2385.3,female,14.94,35.0,2010.0
23222,75+ years,Slovenia,Slovenia2010,48013606745.0,24689.0,Silent,104453.0,2385.3,female,11.49,12.0,2010.0
23223,35-54 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation X,297867.0,2385.3,female,8.39,25.0,2010.0
23224,25-34 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation X,145274.0,2385.3,female,3.44,5.0,2010.0
23225,5-14 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation Z,95051.0,2385.3,male,2.1,2.0,2010.0
23226,15-24 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Millenials,112313.0,2385.3,female,0.89,1.0,2010.0
23227,5-14 years,Slovenia,Slovenia2010,48013606745.0,24689.0,Generation Z,89510.0,2385.3,female,0.0,0.0,2010.0
23228,75+ years,Slovenia,Slovenia2011,51290792018.0,26377.0,Silent,53258.0,2537.9,male,105.15,56.0,2011.0
23229,55-74 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Boomers,222946.0,2537.9,male,59.21,132.0,2011.0
23230,35-54 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Generation X,314052.0,2537.9,male,35.66,112.0,2011.0
23231,75+ years,Slovenia,Slovenia2011,51290792018.0,26377.0,Silent,106590.0,2537.9,female,18.76,20.0,2011.0
23232,15-24 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Millenials,117052.0,2537.9,male,17.94,21.0,2011.0
23233,25-34 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Millenials,157791.0,2537.9,male,16.48,26.0,2011.0
23234,55-74 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Boomers,238651.0,2537.9,female,12.57,30.0,2011.0
23235,35-54 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Generation X,297513.0,2537.9,female,10.08,30.0,2011.0
23236,25-34 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Millenials,142978.0,2537.9,female,4.9,7.0,2011.0
23237,15-24 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Millenials,109517.0,2537.9,female,0.91,1.0,2011.0
23238,5-14 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Generation Z,89373.0,2537.9,female,0.0,0.0,2011.0
23239,5-14 years,Slovenia,Slovenia2011,51290792018.0,26377.0,Generation Z,94840.0,2537.9,male,0.0,0.0,2011.0
23240,75+ years,Slovenia,Slovenia2012,46352802766.0,23820.0,Silent,55583.0,2307.1,male,107.95,60.0,2012.0
23241,55-74 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Boomers,227915.0,2307.1,male,51.77,118.0,2012.0
23242,35-54 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Generation X,313295.0,2307.1,male,42.77,134.0,2012.0
23243,25-34 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Millenials,155339.0,2307.1,male,18.03,28.0,2012.0
23244,15-24 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Millenials,113220.0,2307.1,male,17.66,20.0,2012.0
23245,55-74 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Boomers,242411.0,2307.1,female,15.68,38.0,2012.0
23246,75+ years,Slovenia,Slovenia2012,46352802766.0,23820.0,Silent,108527.0,2307.1,female,11.06,12.0,2012.0
23247,35-54 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Generation X,296768.0,2307.1,female,6.4,19.0,2012.0
23248,25-34 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Millenials,141197.0,2307.1,female,6.37,9.0,2012.0
23249,5-14 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Generation Z,89873.0,2307.1,female,1.11,1.0,2012.0
23250,15-24 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Millenials,106474.0,2307.1,female,0.94,1.0,2012.0
23251,5-14 years,Slovenia,Slovenia2012,46352802766.0,23820.0,Generation Z,95386.0,2307.1,male,0.0,0.0,2012.0
23252,75+ years,Slovenia,Slovenia2013,48116256926.0,24697.0,Silent,57600.0,2402.1,male,98.96,57.0,2013.0
23253,55-74 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Boomers,231859.0,2402.1,male,52.19,121.0,2013.0
23254,35-54 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Generation X,314098.0,2402.1,male,38.84,122.0,2013.0
23255,25-34 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Millenials,153170.0,2402.1,male,23.5,36.0,2013.0
23256,15-24 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Millenials,108938.0,2402.1,male,21.11,23.0,2013.0
23257,75+ years,Slovenia,Slovenia2013,48116256926.0,24697.0,Silent,110100.0,2402.1,female,18.17,20.0,2013.0
23258,55-74 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Boomers,245775.0,2402.1,female,15.46,38.0,2013.0
23259,35-54 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Generation X,295893.0,2402.1,female,6.08,18.0,2013.0
23260,25-34 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Millenials,139622.0,2402.1,female,5.73,8.0,2013.0
23261,15-24 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Millenials,102771.0,2402.1,female,1.95,2.0,2013.0
23262,5-14 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Generation Z,96956.0,2402.1,male,1.03,1.0,2013.0
23263,5-14 years,Slovenia,Slovenia2013,48116256926.0,24697.0,Generation Z,91494.0,2402.1,female,0.0,0.0,2013.0
23264,75+ years,Slovenia,Slovenia2014,49904928335.0,25569.0,Silent,59850.0,2441.0,male,85.21,51.0,2014.0
23265,55-74 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Boomers,236325.0,2441.0,male,46.55,110.0,2014.0
23266,35-54 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Generation X,314707.0,2441.0,male,36.22,114.0,2014.0
23267,25-34 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Millenials,149299.0,2441.0,male,22.1,33.0,2014.0
23268,15-24 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Millenials,105581.0,2441.0,male,15.15,16.0,2014.0
23269,75+ years,Slovenia,Slovenia2014,49904928335.0,25569.0,Silent,112058.0,2441.0,female,13.39,15.0,2014.0
23270,55-74 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Boomers,249169.0,2441.0,female,8.43,21.0,2014.0
23271,35-54 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Generation X,295872.0,2441.0,female,7.1,21.0,2014.0
23272,15-24 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Millenials,99794.0,2441.0,female,3.01,3.0,2014.0
23273,25-34 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Millenials,136448.0,2441.0,female,2.2,3.0,2014.0
23274,5-14 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Generation Z,99080.0,2441.0,male,1.01,1.0,2014.0
23275,5-14 years,Slovenia,Slovenia2014,49904928335.0,25569.0,Generation Z,93603.0,2441.0,female,0.0,0.0,2014.0
23276,75+ years,Slovenia,Slovenia2015,43072415017.0,22036.0,Silent,62345.0,2066.4,male,99.45,62.0,2015.0
23277,55-74 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Boomers,239919.0,2066.4,male,50.02,120.0,2015.0
23278,35-54 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Generation X,315248.0,2066.4,male,33.62,106.0,2015.0
23279,25-34 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Millenials,144722.0,2066.4,male,20.04,29.0,2015.0
23280,75+ years,Slovenia,Slovenia2015,43072415017.0,22036.0,Silent,114010.0,2066.4,female,16.67,19.0,2015.0
23281,55-74 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Boomers,252261.0,2066.4,female,15.86,40.0,2015.0
23282,15-24 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Millenials,103331.0,2066.4,male,13.55,14.0,2015.0
23283,35-54 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Generation X,295637.0,2066.4,female,7.78,23.0,2015.0
23284,25-34 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Millenials,132806.0,2066.4,female,3.76,5.0,2015.0
23285,15-24 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Millenials,97579.0,2066.4,female,3.07,3.0,2015.0
23286,5-14 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Generation Z,101184.0,2066.4,male,0.99,1.0,2015.0
23287,5-14 years,Slovenia,Slovenia2015,43072415017.0,22036.0,Generation Z,95590.0,2066.4,female,0.0,0.0,2015.0
23528,75+ years,Spain,Spain1985,180000000000.0,5009.0,G.I. Generation,691500.0,,male,44.11,305.0,1985.0
23529,55-74 years,Spain,Spain1985,180000000000.0,5009.0,G.I. Generation,3115900.0,,male,20.03,624.0,1985.0
23530,75+ years,Spain,Spain1985,180000000000.0,5009.0,G.I. Generation,1174800.0,,female,11.15,131.0,1985.0
23531,35-54 years,Spain,Spain1985,180000000000.0,5009.0,Silent,4471200.0,,male,11.12,497.0,1985.0
23532,25-34 years,Spain,Spain1985,180000000000.0,5009.0,Boomers,2712700.0,,male,8.07,219.0,1985.0
23533,55-74 years,Spain,Spain1985,180000000000.0,5009.0,G.I. Generation,3683300.0,,female,7.52,277.0,1985.0
23534,15-24 years,Spain,Spain1985,180000000000.0,5009.0,Generation X,3330600.0,,male,5.28,176.0,1985.0
23535,35-54 years,Spain,Spain1985,180000000000.0,5009.0,Silent,4544800.0,,female,3.83,174.0,1985.0
23536,25-34 years,Spain,Spain1985,180000000000.0,5009.0,Boomers,2677200.0,,female,2.2,59.0,1985.0
23537,15-24 years,Spain,Spain1985,180000000000.0,5009.0,Generation X,3195300.0,,female,1.35,43.0,1985.0
23538,5-14 years,Spain,Spain1985,180000000000.0,5009.0,Generation X,3295100.0,,male,0.24,8.0,1985.0
23539,5-14 years,Spain,Spain1985,180000000000.0,5009.0,Generation X,3104600.0,,female,0.03,1.0,1985.0
23540,75+ years,Spain,Spain1986,251000000000.0,6919.0,G.I. Generation,711500.0,,male,42.87,305.0,1986.0
23541,55-74 years,Spain,Spain1986,251000000000.0,6919.0,G.I. Generation,3178900.0,,male,21.3,677.0,1986.0
23542,35-54 years,Spain,Spain1986,251000000000.0,6919.0,Silent,4478200.0,,male,12.01,538.0,1986.0
23543,75+ years,Spain,Spain1986,251000000000.0,6919.0,G.I. Generation,1211300.0,,female,10.48,127.0,1986.0
23544,25-34 years,Spain,Spain1986,251000000000.0,6919.0,Boomers,2772100.0,,male,9.56,265.0,1986.0
23545,55-74 years,Spain,Spain1986,251000000000.0,6919.0,G.I. Generation,3738800.0,,female,8.05,301.0,1986.0
23546,15-24 years,Spain,Spain1986,251000000000.0,6919.0,Generation X,3353400.0,,male,6.77,227.0,1986.0
23547,35-54 years,Spain,Spain1986,251000000000.0,6919.0,Silent,4547100.0,,female,3.45,157.0,1986.0
23548,25-34 years,Spain,Spain1986,251000000000.0,6919.0,Boomers,2735700.0,,female,2.74,75.0,1986.0
23549,15-24 years,Spain,Spain1986,251000000000.0,6919.0,Generation X,3207300.0,,female,1.68,54.0,1986.0
23550,5-14 years,Spain,Spain1986,251000000000.0,6919.0,Generation X,3239500.0,,male,0.62,20.0,1986.0
23551,5-14 years,Spain,Spain1986,251000000000.0,6919.0,Generation X,3049200.0,,female,0.3,9.0,1986.0
23552,75+ years,Spain,Spain1987,318000000000.0,8727.0,G.I. Generation,736300.0,,male,45.5,335.0,1987.0
23553,55-74 years,Spain,Spain1987,318000000000.0,8727.0,G.I. Generation,3244700.0,,male,21.36,693.0,1987.0
23554,35-54 years,Spain,Spain1987,318000000000.0,8727.0,Silent,4474500.0,,male,10.71,479.0,1987.0
23555,75+ years,Spain,Spain1987,318000000000.0,8727.0,G.I. Generation,1261300.0,,female,10.07,127.0,1987.0
23556,25-34 years,Spain,Spain1987,318000000000.0,8727.0,Boomers,2833500.0,,male,9.78,277.0,1987.0
23557,55-74 years,Spain,Spain1987,318000000000.0,8727.0,G.I. Generation,3808600.0,,female,8.4,320.0,1987.0
23558,15-24 years,Spain,Spain1987,318000000000.0,8727.0,Generation X,3362100.0,,male,6.42,216.0,1987.0
23559,35-54 years,Spain,Spain1987,318000000000.0,8727.0,Silent,4549700.0,,female,3.96,180.0,1987.0
23560,25-34 years,Spain,Spain1987,318000000000.0,8727.0,Boomers,2801900.0,,female,3.21,90.0,1987.0
23561,15-24 years,Spain,Spain1987,318000000000.0,8727.0,Generation X,3213800.0,,female,2.12,68.0,1987.0
23562,5-14 years,Spain,Spain1987,318000000000.0,8727.0,Generation X,3161900.0,,male,0.54,17.0,1987.0
23563,5-14 years,Spain,Spain1987,318000000000.0,8727.0,Generation X,2977400.0,,female,0.07,2.0,1987.0
23564,75+ years,Spain,Spain1988,375000000000.0,10250.0,G.I. Generation,755200.0,,male,46.88,354.0,1988.0
23565,55-74 years,Spain,Spain1988,375000000000.0,10250.0,G.I. Generation,3307000.0,,male,19.69,651.0,1988.0
23566,75+ years,Spain,Spain1988,375000000000.0,10250.0,G.I. Generation,1297500.0,,female,12.02,156.0,1988.0
23567,35-54 years,Spain,Spain1988,375000000000.0,10250.0,Silent,4483800.0,,male,11.98,537.0,1988.0
23568,25-34 years,Spain,Spain1988,375000000000.0,10250.0,Boomers,2906400.0,,male,10.43,303.0,1988.0
23569,15-24 years,Spain,Spain1988,375000000000.0,10250.0,Generation X,3371400.0,,male,8.42,284.0,1988.0
23570,55-74 years,Spain,Spain1988,375000000000.0,10250.0,G.I. Generation,3864700.0,,female,8.38,324.0,1988.0
23571,35-54 years,Spain,Spain1988,375000000000.0,10250.0,Silent,4554500.0,,female,4.19,191.0,1988.0
23572,25-34 years,Spain,Spain1988,375000000000.0,10250.0,Boomers,2870100.0,,female,2.75,79.0,1988.0
23573,15-24 years,Spain,Spain1988,375000000000.0,10250.0,Generation X,3215500.0,,female,1.83,59.0,1988.0
23574,5-14 years,Spain,Spain1988,375000000000.0,10250.0,Generation X,3077100.0,,male,0.68,21.0,1988.0
23575,5-14 years,Spain,Spain1988,375000000000.0,10250.0,Generation X,2894100.0,,female,0.03,1.0,1988.0
23576,75+ years,Spain,Spain1989,414000000000.0,11258.0,G.I. Generation,771500.0,,male,46.53,359.0,1989.0
23577,55-74 years,Spain,Spain1989,414000000000.0,11258.0,G.I. Generation,3366700.0,,male,20.17,679.0,1989.0
23578,35-54 years,Spain,Spain1989,414000000000.0,11258.0,Silent,4499700.0,,male,12.38,557.0,1989.0
23579,75+ years,Spain,Spain1989,414000000000.0,11258.0,G.I. Generation,1330200.0,,female,11.43,152.0,1989.0
23580,25-34 years,Spain,Spain1989,414000000000.0,11258.0,Boomers,2980700.0,,male,10.6,316.0,1989.0
23581,15-24 years,Spain,Spain1989,414000000000.0,11258.0,Generation X,3374700.0,,male,8.42,284.0,1989.0
23582,55-74 years,Spain,Spain1989,414000000000.0,11258.0,G.I. Generation,3919400.0,,female,8.29,325.0,1989.0
23583,35-54 years,Spain,Spain1989,414000000000.0,11258.0,Silent,4564900.0,,female,3.37,154.0,1989.0
23584,25-34 years,Spain,Spain1989,414000000000.0,11258.0,Boomers,2936900.0,,female,2.62,77.0,1989.0
23585,15-24 years,Spain,Spain1989,414000000000.0,11258.0,Generation X,3213700.0,,female,1.87,60.0,1989.0
23586,5-14 years,Spain,Spain1989,414000000000.0,11258.0,Generation X,2981100.0,,male,0.6,18.0,1989.0
23587,5-14 years,Spain,Spain1989,414000000000.0,11258.0,Generation X,2800900.0,,female,0.21,6.0,1989.0
23588,75+ years,Spain,Spain1990,535000000000.0,14517.0,G.I. Generation,785000.0,1249.6,male,51.46,404.0,1990.0
23589,55-74 years,Spain,Spain1990,535000000000.0,14517.0,G.I. Generation,3421900.0,1249.6,male,19.46,666.0,1990.0
23590,75+ years,Spain,Spain1990,535000000000.0,14517.0,G.I. Generation,1359100.0,1249.6,female,12.88,175.0,1990.0
23591,25-34 years,Spain,Spain1990,535000000000.0,14517.0,Boomers,3053500.0,1249.6,male,10.64,325.0,1990.0
23592,35-54 years,Spain,Spain1990,535000000000.0,14517.0,Silent,4525600.0,1249.6,male,10.63,481.0,1990.0
23593,55-74 years,Spain,Spain1990,535000000000.0,14517.0,G.I. Generation,3971400.0,1249.6,female,7.76,308.0,1990.0
23594,15-24 years,Spain,Spain1990,535000000000.0,14517.0,Generation X,3371500.0,1249.6,male,7.12,240.0,1990.0
23595,35-54 years,Spain,Spain1990,535000000000.0,14517.0,Silent,4584100.0,1249.6,female,3.73,171.0,1990.0
23596,25-34 years,Spain,Spain1990,535000000000.0,14517.0,Boomers,3001500.0,1249.6,female,3.0,90.0,1990.0
23597,15-24 years,Spain,Spain1990,535000000000.0,14517.0,Generation X,3206700.0,1249.6,female,1.68,54.0,1990.0
23598,5-14 years,Spain,Spain1990,535000000000.0,14517.0,Generation X,2878900.0,1249.6,male,0.66,19.0,1990.0
23599,5-14 years,Spain,Spain1990,535000000000.0,14517.0,Generation X,2702200.0,1249.6,female,0.22,6.0,1990.0
23600,75+ years,Spain,Spain1991,576000000000.0,15574.0,G.I. Generation,795900.0,1326.2,male,43.98,350.0,1991.0
23601,55-74 years,Spain,Spain1991,576000000000.0,15574.0,Silent,3467000.0,1326.2,male,21.11,732.0,1991.0
23602,75+ years,Spain,Spain1991,576000000000.0,15574.0,G.I. Generation,1384500.0,1326.2,female,12.42,172.0,1991.0
23603,25-34 years,Spain,Spain1991,576000000000.0,15574.0,Boomers,3119800.0,1326.2,male,10.45,326.0,1991.0
23604,35-54 years,Spain,Spain1991,576000000000.0,15574.0,Boomers,4568000.0,1326.2,male,10.35,473.0,1991.0
23605,55-74 years,Spain,Spain1991,576000000000.0,15574.0,Silent,4013100.0,1326.2,female,7.45,299.0,1991.0
23606,15-24 years,Spain,Spain1991,576000000000.0,15574.0,Generation X,3364700.0,1326.2,male,7.07,238.0,1991.0
23607,35-54 years,Spain,Spain1991,576000000000.0,15574.0,Boomers,4620300.0,1326.2,female,3.2,148.0,1991.0
23608,25-34 years,Spain,Spain1991,576000000000.0,15574.0,Boomers,3059300.0,1326.2,female,2.68,82.0,1991.0
23609,15-24 years,Spain,Spain1991,576000000000.0,15574.0,Generation X,3196500.0,1326.2,female,2.22,71.0,1991.0
23610,5-14 years,Spain,Spain1991,576000000000.0,15574.0,Millenials,2770700.0,1326.2,male,0.72,20.0,1991.0
23611,5-14 years,Spain,Spain1991,576000000000.0,15574.0,Millenials,2598300.0,1326.2,female,0.19,5.0,1991.0
23612,75+ years,Spain,Spain1992,629000000000.0,17005.0,G.I. Generation,812200.0,1522.2,male,48.02,390.0,1992.0
23613,55-74 years,Spain,Spain1992,629000000000.0,17005.0,Silent,3495400.0,1522.2,male,18.74,655.0,1992.0
23614,25-34 years,Spain,Spain1992,629000000000.0,17005.0,Boomers,3155200.0,1522.2,male,10.71,338.0,1992.0
23615,35-54 years,Spain,Spain1992,629000000000.0,17005.0,Boomers,4623700.0,1522.2,male,10.6,490.0,1992.0
23616,75+ years,Spain,Spain1992,629000000000.0,17005.0,G.I. Generation,1432300.0,1522.2,female,10.54,151.0,1992.0
23617,15-24 years,Spain,Spain1992,629000000000.0,17005.0,Generation X,3331200.0,1522.2,male,6.75,225.0,1992.0
23618,55-74 years,Spain,Spain1992,629000000000.0,17005.0,Silent,4048900.0,1522.2,female,6.5,263.0,1992.0
23619,35-54 years,Spain,Spain1992,629000000000.0,17005.0,Boomers,4685500.0,1522.2,female,3.35,157.0,1992.0
23620,25-34 years,Spain,Spain1992,629000000000.0,17005.0,Boomers,3104800.0,1522.2,female,2.13,66.0,1992.0
23621,15-24 years,Spain,Spain1992,629000000000.0,17005.0,Generation X,3175900.0,1522.2,female,1.32,42.0,1992.0
23622,5-14 years,Spain,Spain1992,629000000000.0,17005.0,Millenials,2647400.0,1522.2,male,0.23,6.0,1992.0
23623,5-14 years,Spain,Spain1992,629000000000.0,17005.0,Millenials,2488400.0,1522.2,female,0.12,3.0,1992.0
23624,75+ years,Spain,Spain1993,524000000000.0,14106.0,G.I. Generation,838900.0,1457.3,male,43.63,366.0,1993.0
23625,55-74 years,Spain,Spain1993,524000000000.0,14106.0,Silent,3563100.0,1457.3,male,19.37,690.0,1993.0
23626,35-54 years,Spain,Spain1993,524000000000.0,14106.0,Boomers,4692900.0,1457.3,male,12.53,588.0,1993.0
23627,25-34 years,Spain,Spain1993,524000000000.0,14106.0,Boomers,3122600.0,1457.3,male,12.07,377.0,1993.0
23628,75+ years,Spain,Spain1993,524000000000.0,14106.0,G.I. Generation,1469100.0,1457.3,female,9.8,144.0,1993.0
23629,15-24 years,Spain,Spain1993,524000000000.0,14106.0,Generation X,3354900.0,1457.3,male,7.33,246.0,1993.0
23630,55-74 years,Spain,Spain1993,524000000000.0,14106.0,Silent,4089500.0,1457.3,female,7.21,295.0,1993.0
23631,35-54 years,Spain,Spain1993,524000000000.0,14106.0,Boomers,4741500.0,1457.3,female,3.54,168.0,1993.0
23632,25-34 years,Spain,Spain1993,524000000000.0,14106.0,Boomers,3057000.0,1457.3,female,3.01,92.0,1993.0
23633,15-24 years,Spain,Spain1993,524000000000.0,14106.0,Generation X,3210400.0,1457.3,female,1.65,53.0,1993.0
23634,5-14 years,Spain,Spain1993,524000000000.0,14106.0,Millenials,2554000.0,1457.3,male,0.63,16.0,1993.0
23635,5-14 years,Spain,Spain1993,524000000000.0,14106.0,Millenials,2428200.0,1457.3,female,0.08,2.0,1993.0
23636,75+ years,Spain,Spain1994,529000000000.0,14223.0,G.I. Generation,857200.0,1556.4,male,44.45,381.0,1994.0
23637,55-74 years,Spain,Spain1994,529000000000.0,14223.0,Silent,3579300.0,1556.4,male,20.65,739.0,1994.0
23638,25-34 years,Spain,Spain1994,529000000000.0,14223.0,Boomers,3161200.0,1556.4,male,13.22,418.0,1994.0
23639,35-54 years,Spain,Spain1994,529000000000.0,14223.0,Boomers,4783200.0,1556.4,male,13.13,628.0,1994.0
23640,75+ years,Spain,Spain1994,529000000000.0,14223.0,G.I. Generation,1502900.0,1556.4,female,9.98,150.0,1994.0
23641,15-24 years,Spain,Spain1994,529000000000.0,14223.0,Generation X,3334000.0,1556.4,male,7.59,253.0,1994.0
23642,55-74 years,Spain,Spain1994,529000000000.0,14223.0,Silent,4103900.0,1556.4,female,6.97,286.0,1994.0
23643,35-54 years,Spain,Spain1994,529000000000.0,14223.0,Boomers,4829500.0,1556.4,female,3.48,168.0,1994.0
23644,25-34 years,Spain,Spain1994,529000000000.0,14223.0,Boomers,3089200.0,1556.4,female,2.59,80.0,1994.0
23645,15-24 years,Spain,Spain1994,529000000000.0,14223.0,Generation X,3190200.0,1556.4,female,1.76,56.0,1994.0
23646,5-14 years,Spain,Spain1994,529000000000.0,14223.0,Millenials,2447200.0,1556.4,male,0.41,10.0,1994.0
23647,5-14 years,Spain,Spain1994,529000000000.0,14223.0,Millenials,2325300.0,1556.4,female,0.09,2.0,1994.0
23648,75+ years,Spain,Spain1995,613000000000.0,16444.0,G.I. Generation,880700.0,1786.3,male,45.08,397.0,1995.0
23649,55-74 years,Spain,Spain1995,613000000000.0,16444.0,Silent,3583900.0,1786.3,male,20.03,718.0,1995.0
23650,25-34 years,Spain,Spain1995,613000000000.0,16444.0,Generation X,3196300.0,1786.3,male,12.45,398.0,1995.0
